time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2004-05-30T20:24:12.300Z,37.663,14.126,5,2.5,md,5,189.2,,,us,usp000cwnq,2014-11-07T01:22:26.426Z,"3 km SSE of Alimena, Italy",earthquake,,,,,reviewed,rom,rom
2004-05-29T14:29:51.600Z,38.606,14.532,9.2,2.8,md,8,184.2,,,us,usp000cwhq,2014-11-07T01:22:25.860Z,"26 km WNW of Leni, Italy",earthquake,,,,,reviewed,rom,rom
2004-05-29T13:05:21.600Z,38.601,14.532,14.1,2.7,md,5,245.7,,,us,usp000cwhj,2014-11-07T01:22:25.834Z,"26 km W of Leni, Italy",earthquake,,,,,reviewed,rom,rom
2004-05-29T13:01:54.700Z,38.549,14.605,17.1,3,md,14,98.4,,,us,usp000cwhh,2014-11-07T01:22:25.833Z,"19 km W of Leni, Italy",earthquake,,,,,reviewed,rom,rom
2004-05-29T12:57:44.000Z,38.588,14.612,11,3.1,md,16,98.5,,,us,usp000cwhf,2014-11-07T01:22:25.829Z,"Sicily, Italy",earthquake,,,,,reviewed,rom,rom
2004-05-29T12:36:00.600Z,38.537,14.634,9.9,4.1,mb,50,49,,,us,usp000cwhd,2014-11-07T01:22:25.819Z,"16 km W of Leni, Italy",earthquake,,,,2,reviewed,rom,us
2004-05-19T20:52:13.200Z,38.498,14.426,14.1,3.2,md,16,105.3,,,us,usp000cvkv,2014-11-07T01:22:21.307Z,"35 km W of Leni, Italy",earthquake,,,,,reviewed,rom,rom
2004-05-18T17:47:59.200Z,39.062,16.249,5,2.7,md,7,144.3,,,us,usp000cvfy,2014-11-07T01:22:20.831Z,"2 km SE of Martirano Lombardo, Italy",earthquake,,,,,reviewed,rom,rom
2004-05-17T21:52:25.800Z,37.655,15.159,4.6,2.7,md,9,112.9,,,us,usp000cvcm,2014-11-07T01:22:20.490Z,"2 km ESE of Linera, Italy",earthquake,,,,,reviewed,rom,rom
2004-05-16T20:44:27.900Z,38.562,14.787,13,3,md,13,102.4,,,us,usp000cv8q,2014-11-07T01:22:19.989Z,"3 km WNW of Leni, Italy",earthquake,,,,,reviewed,rom,rom
2004-05-16T09:06:48.200Z,37.769,15.222,3.8,3,md,13,114.5,,,us,usp000cv6r,2014-11-07T01:22:19.717Z,"2 km ENE of Mascali, Italy",earthquake,,,,,reviewed,rom,rom
2004-05-12T06:16:54.500Z,38.367,15.101,158.3,3,md,9,101.3,,,us,usp000cuu0,2014-11-07T01:22:17.705Z,"17 km SE of Lipari, Italy",earthquake,,,,,reviewed,rom,rom
2004-05-08T14:21:15.800Z,38.309,14.991,7.5,3,md,13,61.2,,,us,usp000cufr,2014-11-07T01:22:15.995Z,"16 km NNE of San Giorgio, Italy",earthquake,,,,,reviewed,rom,rom
2004-05-08T13:41:50.400Z,38.481,15.757,63.8,2.8,md,10,104.1,,,us,usp000cufh,2014-11-07T01:22:15.985Z,"13 km WNW of Gioia Tauro, Italy",earthquake,,,,,reviewed,rom,rom
2004-05-05T13:39:43.860Z,38.507,14.814,228.9,5.5,mwb,651,21.2,,1.22,us,usp000cu7w,2020-09-18T19:54:51.477Z,"5 km S of Leni, Italy",earthquake,,,,,reviewed,us,us
2004-05-02T19:45:30.900Z,37.689,14.731,21.4,2.5,md,8,133.7,,,us,usp000cu10,2014-11-07T01:22:13.313Z,"7 km N of Centuripe, Italy",earthquake,,,,,reviewed,rom,rom
2004-05-01T11:25:27.300Z,37.776,15.136,10,2.5,md,9,104.4,,,us,usp000ctxa,2014-11-07T01:22:11.851Z,"3 km N of Sant'Alfio, Italy",earthquake,,,,,reviewed,rom,rom
2004-04-27T21:30:10.900Z,37.651,15.322,5,2.5,md,11,137,,,us,usp000ctkq,2014-11-07T01:22:07.332Z,"12 km ESE of Carruba, Italy",earthquake,,,,,reviewed,rom,rom
2004-04-24T14:49:24.000Z,38.59,14.809,13.5,2.7,md,9,104.5,,,us,usp000cta7,2014-11-07T01:22:05.029Z,"",earthquake,,,,,reviewed,rom,rom
2004-04-17T07:11:06.300Z,38.955,16.29,10,2.6,md,7,139.5,,,us,usp000csrf,2014-11-07T01:22:00.886Z,"1 km SSE of Sambiase, Italy",earthquake,,,,,reviewed,rom,rom
2004-04-17T05:05:45.600Z,38.936,16.309,15.3,2.6,md,6,137.2,,,us,usp000csr3,2014-11-07T01:22:00.855Z,"2 km S of Lamezia Terme, Italy",earthquake,,,,,reviewed,rom,rom
